driver_id,co2_kg,co2_per_km,total_km,fuel_per_100km,idle_time_pct,idle_fuel_pct,hard_accels_per_100km,speeding_per_100km,region,has_eco_training,co2_gap_per_km,reducible_co2_kg
D046,8371.07,0.4097461538461538,20548.8,17.736923076923077,51.63076923076923,15.176923076923078,2.8746153846153844,2.8207692307692307,southeast,True,0.0550596153846154,1131.4090246153849
D124,7315.45,0.4183576923076923,17518.8,18.111153846153847,54.66923076923077,16.01153846153846,3.233076923076923,2.7746153846153847,southeast,False,0.0636711538461539,1115.442210000001
D146,8073.610000000001,0.40907692307692306,19837.8,17.709615384615383,53.69230769230769,15.853846153846153,3.393076923076923,2.9119230769230766,southeast,False,0.054390384615384646,1078.9855719230775
D091,7452.58,0.41352692307692307,18011.9,17.90269230769231,55.25,16.48846153846154,3.4946153846153845,2.9296153846153845,southeast,False,0.058840384615384655,1059.827123653847
D007,7255.02,0.4134653846153846,17698.3,17.898076923076925,55.19615384615384,16.315384615384616,2.6653846153846152,2.8530769230769235,southeast,True,0.05877884615384621,1040.2856528846164
D108,7373.8099999999995,0.41174782608695654,17836.6,17.824347826086957,55.4,16.017391304347825,3.0434782608695654,2.3117391304347827,southeast,True,0.05706128762541812,1017.7793628595329
D067,7233.58,0.4100346153846154,17689.0,17.75076923076923,55.01538461538462,16.06153846153846,3.3303846153846157,3.1630769230769227,southeast,False,0.05534807692307697,979.0521326923085
D138,6185.32,0.41048181818181817,15134.4,17.770454545454545,55.81818181818182,16.168181818181818,3.2154545454545453,3.297272727272727,southeast,True,0.055795279720279756,844.4280813986019
D069,6137.98,0.40822692307692304,15322.1,17.67153846153846,74.19615384615385,26.815384615384616,0.7380769230769231,0.7961538461538461,northeast,True,0.05354038461538463,820.3511271153849
D133,5982.68,0.40795384615384617,15038.6,17.66,79.31923076923077,28.11923076923077,0.8703846153846153,0.5046153846153847,northeast,True,0.05326730769230775,801.0657334615394
D044,6206.29,0.4045307692307692,15413.0,17.51269230769231,79.93846153846154,28.103846153846156,0.98,0.5442307692307693,northeast,False,0.04984423076923078,768.249128846154
D136,6418.52,0.4007038461538462,16120.6,17.34653846153846,80.32307692307693,28.361538461538462,1.0273076923076923,0.8423076923076922,northeast,False,0.046017307692307774,741.8266103846167
D109,5833.13,0.4050875,14478.8,17.535416666666666,75.29166666666667,27.954166666666666,1.1220833333333333,1.0158333333333334,northeast,False,0.050400961538461575,729.7454419230775
D135,6823.89,0.3959076923076923,17331.9,17.14,74.21923076923078,26.25769230769231,0.86,0.5057692307692307,northeast,True,0.04122115384615388,714.4409163461545
D086,6416.46,0.39807692307692305,16144.9,17.232307692307693,76.29230769230769,27.15,0.838076923076923,0.4773076923076923,northeast,True,0.043390384615384636,700.5334205769234
D078,2910.87,0.46531,6281.0,20.144,58.379999999999995,17.130000000000003,3.22,3.321,northeast,True,0.11062346153846159,694.8259619230772
D145,6069.29,0.3980692307692308,15399.2,17.232307692307693,74.18846153846154,26.66153846153846,1.0676923076923077,0.7338461538461538,northeast,False,0.04338269230769237,668.0587553846165
D032,6516.5199999999995,0.3945384615384615,16622.7,17.07923076923077,74.55,26.99230769230769,0.9515384615384614,0.8376923076923077,northeast,True,0.03985192307692309,662.4465617307695
D103,6157.19,0.3953807692307692,15670.2,17.116153846153846,76.06153846153846,27.076923076923077,0.9915384615384616,0.46846153846153843,northeast,False,0.04069423076923079,637.6867350000003
D013,6498.38,0.3911923076923077,16712.3,16.934615384615384,73.32307692307693,26.396153846153844,0.9823076923076923,0.4926923076923077,northeast,False,0.03650576923076926,610.0953671153851
D029,5569.83,0.39278076923076927,14207.2,17.00423076923077,69.32307692307693,25.98076923076923,0.985,0.5480769230769231,northeast,False,0.03809423076923085,541.2123553846166
D084,6192.28,0.36758846153846153,16886.7,15.913076923076924,68.42307692307692,23.803846153846152,1.1192307692307693,0.5430769230769231,southeast,False,0.012901923076923116,217.8709044230776
D090,7208.4800000000005,0.36502307692307695,19789.3,15.801923076923078,69.48076923076923,24.176923076923078,0.9888461538461539,0.8634615384615384,southeast,False,0.010336538461538536,204.55286057692453
D142,6864.8099999999995,0.36488076923076923,18818.0,15.795384615384616,68.63846153846154,23.68846153846154,0.9561538461538461,0.7619230769230769,southeast,False,0.010194230769230817,191.8350346153855
D033,6459.97,0.36423076923076925,17908.6,15.767692307692307,67.91538461538461,22.942307692307693,0.9776923076923076,0.7938461538461539,southeast,False,0.009544230769230833,170.92381115384728
D008,10590.72,0.3604769230769231,29364.8,15.60576923076923,39.27307692307692,9.923076923076923,2.852307692307692,2.9026923076923077,midwest,True,0.005790384615384669,170.03348615384775
D053,4028.12,0.36949375,10962.8,15.994375,65.7,22.34375,1.298125,1.205,southeast,False,0.014807211538461595,162.32849865384676
D042,4947.51,0.36559473684210525,13506.6,15.826842105263157,70.70526315789475,23.842105263157894,1.2552631578947369,0.5931578947368421,southeast,False,0.010908198380566836,147.33267224696402
D049,7638.14,0.36160000000000003,21115.4,15.654230769230768,64.98846153846154,21.926923076923078,0.9880769230769231,0.6273076923076922,southeast,False,0.006913461538461618,145.98050576923245
D018,6889.26,0.3615,19192.7,15.649999999999999,69.04230769230769,23.326923076923077,0.8619230769230769,0.575,southeast,True,0.006813461538461574,130.76872326923146
D010,7492.26,0.36090769230769226,20794.1,15.623076923076923,67.51538461538462,22.75769230769231,1.0607692307692307,0.8523076923076923,southeast,False,0.0062211538461538485,129.36329519230773
D128,10985.55,0.3586346153846154,30767.5,15.525769230769232,36.85,9.430769230769231,3.351923076923077,3.105,midwest,False,0.003948076923076971,121.4724567307707
D117,7401.51,0.35990384615384613,20720.7,15.581153846153846,66.81538461538462,23.192307692307693,0.9773076923076923,0.5388461538461539,southeast,False,0.0052173076923077155,108.10626750000048
D116,5643.43,0.3615625,15709.5,15.6525,41.0,10.1625,3.67375,2.511875,midwest,True,0.006875961538461595,108.01791778846243
D075,7285.63,0.35975,20237.1,15.573846153846155,67.8076923076923,22.896153846153844,0.9826923076923078,0.7557692307692307,southeast,False,0.0050634615384616,102.46977750000124
D123,4528.82,0.3617705882352941,12605.9,15.66235294117647,65.61764705882354,21.91176470588235,0.9270588235294117,0.546470588235294,southeast,True,0.007084049773755707,89.30082304298706
D141,7405.1900000000005,0.3586538461538461,20748.1,15.526923076923076,68.84615384615384,23.146153846153844,0.6853846153846154,0.6896153846153846,southeast,True,0.003967307692307687,82.31409673076911
D005,7498.84,0.35848076923076927,21032.5,15.517307692307693,69.17692307692307,22.96153846153846,1.008076923076923,0.5319230769230769,southeast,False,0.0037942307692308552,79.80215865384797
D104,6388.4,0.35904615384615385,18003.2,15.542692307692308,67.10384615384615,23.049999999999997,0.825,0.9023076923076924,southeast,True,0.004359615384615434,78.48702769230859
D011,9598.25,0.35706923076923075,27071.8,15.458461538461538,78.08076923076922,20.53846153846154,1.4646153846153847,1.2503846153846152,midwest,False,0.0023826923076923356,64.50376961538537
D092,9230.539999999999,0.3566615384615384,25904.9,15.440384615384614,37.034615384615385,9.626923076923077,3.552692307692308,2.8423076923076924,midwest,False,0.0019750000000000045,51.16217750000012
D096,7578.26,0.3567423076923077,21417.1,15.443461538461538,68.39615384615385,22.665384615384614,1.008846153846154,0.5223076923076924,southeast,False,0.0020557692307692776,44.02861519230869
D074,6739.2,0.3563807692307692,19029.5,15.427692307692308,66.23461538461538,22.753846153846155,0.818076923076923,0.8238461538461539,southeast,True,0.001694230769230809,32.24036442307768
D130,7108.110000000001,0.35615384615384615,19880.4,15.417307692307693,65.76538461538462,22.66923076923077,0.9646153846153847,0.4942307692307692,southeast,False,0.00146730769230774,29.170663846154795
D016,7619.84,0.35573076923076924,21677.0,15.399999999999999,67.04230769230769,22.957692307692305,0.7696153846153847,0.83,southeast,True,0.001044230769230825,22.635790384616595
D020,3352.61,0.3097,10800.0,13.407272727272726,42.154545454545456,12.47272727272727,1.3318181818181818,1.2090909090909092,midwest,False,-0.04498653846153844,0.0
D022,7448.85,0.23588846153846152,31543.2,10.212307692307691,26.66923076923077,10.180769230769231,0.29538461538461536,0.09115384615384615,midwest,False,-0.1187980769230769,0.0
D006,3980.03,0.31430769230769234,12747.8,13.606538461538461,48.073076923076925,21.976923076923075,0.28076923076923077,0.09615384615384616,northeast,False,-0.04037884615384607,0.0
D001,3245.9,0.2833176470588235,11460.1,12.264117647058825,37.78823529411765,16.66470588235294,0.4005882352941177,0.17941176470588235,southeast,False,-0.0713688914027149,0.0
D003,9266.84,0.29919615384615383,31040.6,12.951923076923077,47.01538461538462,14.11923076923077,0.7411538461538462,0.5988461538461538,midwest,True,-0.05549038461538458,0.0
D019,5576.9,0.2783923076923077,20154.2,12.051153846153845,40.86538461538461,17.56923076923077,0.36846153846153845,0.1473076923076923,southeast,False,-0.0762942307692307,0.0
D017,6374.39,0.3527230769230769,18174.5,15.269615384615385,64.03076923076922,22.584615384615386,0.9342307692307692,0.9111538461538462,southeast,True,-0.0019634615384614973,0.0
D012,4997.25,0.3102230769230769,16039.5,13.428846153846154,47.21923076923077,21.903846153846153,0.23,0.11730769230769231,northeast,False,-0.044463461538461535,0.0
D014,4995.02,0.3006076923076923,16643.5,13.013846153846155,42.79230769230769,20.088461538461537,0.26576923076923076,0.16576923076923078,northeast,False,-0.054078846153846116,0.0
D004,6180.16,0.27681923076923076,22521.8,11.98423076923077,39.44615384615384,17.153846153846153,0.32923076923076927,0.16653846153846155,southeast,False,-0.07786730769230765,0.0
D052,5965.400000000001,0.24409583333333332,24861.2,10.567083333333333,28.233333333333334,10.633333333333333,0.2866666666666667,0.13749999999999998,midwest,True,-0.1105907051282051,0.0
D080,4528.42,0.2789181818181818,16084.9,12.073636363636364,37.17727272727273,16.445454545454545,0.3481818181818182,0.1859090909090909,southeast,False,-0.07576835664335663,0.0
D079,4544.85,0.30291153846153845,15032.1,13.113461538461538,43.473076923076924,20.096153846153847,0.3811538461538462,0.15,northeast,False,-0.05177499999999996,0.0
D081,7893.16,0.23616153846153848,33576.8,10.223846153846154,25.084615384615386,9.538461538461538,0.31,0.11461538461538462,midwest,False,-0.11852499999999994,0.0
D077,8791.29,0.29442307692307695,29945.8,12.745384615384616,49.20384615384615,15.065384615384614,0.7146153846153845,0.7496153846153847,midwest,True,-0.06026346153846146,0.0
D073,3650.42,0.31074999999999997,11677.3,13.453,45.17,13.62,1.4469999999999998,0.775,midwest,False,-0.043936538461538444,0.0
D071,8042.7,0.3022916666666667,26749.3,13.086666666666666,45.62916666666666,14.004166666666668,1.1204166666666666,0.6425,midwest,False,-0.052394871794871734,0.0
D076,6048.84,0.2910884615384615,20888.6,12.600769230769231,43.48076923076923,18.58076923076923,0.22692307692307695,0.10576923076923077,southeast,True,-0.0635980769230769,0.0
D068,8822.88,0.2987384615384615,29491.3,12.932307692307692,48.91538461538461,14.484615384615385,1.081923076923077,0.5542307692307692,midwest,False,-0.055948076923076906,0.0
D061,6626.31,0.23623076923076922,28088.9,10.225384615384616,28.373076923076926,10.669230769230769,0.2857692307692308,0.1176923076923077,midwest,True,-0.1184557692307692,0.0
D060,5491.82,0.2849307692307692,19589.8,12.334999999999999,40.31153846153846,17.803846153846155,0.3807692307692308,0.14192307692307693,southeast,False,-0.0697557692307692,0.0
D056,5683.67,0.2745076923076923,20810.3,11.88423076923077,38.27307692307692,16.611538461538462,0.32923076923076927,0.20807692307692308,southeast,False,-0.08017884615384613,0.0
D058,4902.87,0.30466153846153843,16177.6,13.189615384615385,46.396153846153844,21.115384615384617,0.32961538461538464,0.21461538461538462,northeast,True,-0.050024999999999986,0.0
D055,4685.3,0.30045714285714287,15617.1,13.005714285714287,42.378571428571426,12.592857142857143,0.9157142857142857,0.6164285714285714,midwest,True,-0.05422939560439555,0.0
D064,5010.26,0.29998846153846154,16895.9,12.98653846153846,43.46923076923077,20.157692307692308,0.27076923076923076,0.17307692307692307,northeast,False,-0.05469807692307688,0.0
D066,4873.23,0.3031423076923077,16145.1,13.122307692307693,46.26923076923077,21.192307692307693,0.1803846153846154,0.19884615384615384,northeast,True,-0.0515442307692307,0.0
D051,5178.4400000000005,0.28328846153846154,18545.6,12.26346153846154,39.18076923076923,17.796153846153846,0.3380769230769231,0.24076923076923076,southeast,False,-0.07139807692307687,0.0
D037,5272.22,0.3115153846153846,16819.7,13.485384615384616,43.58846153846154,20.707692307692305,0.2696153846153846,0.12153846153846154,northeast,True,-0.04317115384615383,0.0
D036,9309.04,0.34058076923076924,27460.3,14.743846153846153,77.11538461538461,19.55,1.4996153846153848,1.1646153846153846,midwest,False,-0.014105769230769172,0.0
D035,2198.0299999999997,0.31364545454545456,7082.3,13.57818181818182,41.081818181818186,18.5,0.44909090909090904,0.20909090909090908,northeast,False,-0.041041083916083854,0.0
D034,4856.98,0.3024269230769231,16186.7,13.093076923076923,44.52307692307692,20.97307692307692,0.3069230769230769,0.11538461538461539,northeast,False,-0.05225961538461532,0.0
D026,8081.93,0.29656923076923075,27290.4,12.838846153846154,46.24615384615385,14.076923076923077,1.02,0.7988461538461539,midwest,False,-0.05811730769230766,0.0
D025,7677.21,0.23966923076923077,32127.2,10.37576923076923,30.25,11.207692307692307,0.2676923076923077,0.1576923076923077,midwest,True,-0.11501730769230764,0.0
D028,11376.98,0.3412769230769231,33506.6,14.77346153846154,73.45384615384616,19.084615384615383,1.1934615384615386,1.4753846153846153,midwest,True,-0.013409615384615325,0.0
D027,9023.34,0.2951615384615385,30644.7,12.776923076923076,48.70769230769231,15.188461538461537,0.7492307692307693,0.8092307692307692,midwest,True,-0.05952499999999994,0.0
D024,7954.05,0.30643461538461536,26200.2,13.265384615384615,49.68076923076923,14.96923076923077,0.8134615384615385,0.6319230769230769,midwest,True,-0.04825192307692305,0.0
D041,6594.41,0.23693846153846154,27774.8,10.257307692307693,27.365384615384617,10.580769230769231,0.36576923076923074,0.1123076923076923,midwest,False,-0.11774807692307687,0.0
D040,5660.65,0.3064423076923077,18632.6,13.265384615384615,46.526923076923076,21.68846153846154,0.26,0.17230769230769233,northeast,False,-0.048244230769230734,0.0
D047,8299.08,0.2962461538461538,28102.0,12.823461538461537,44.36923076923077,13.473076923076924,0.8438461538461539,0.5407692307692308,midwest,False,-0.05844038461538459,0.0
D050,10104.17,0.3399384615384615,29962.5,14.716153846153846,71.3,18.61923076923077,1.6707692307692308,1.3665384615384615,midwest,False,-0.014748076923076892,0.0
D048,6345.59,0.24436521739130435,26166.0,10.57913043478261,28.143478260869564,10.604347826086956,0.30478260869565216,0.18869565217391304,midwest,True,-0.11032132107023407,0.0
D089,4757.33,0.3138307692307692,15203.5,13.585384615384614,48.25384615384615,22.56153846153846,0.26692307692307693,0.16038461538461538,northeast,False,-0.04085576923076922,0.0
D088,4995.05,0.3120538461538462,16139.9,13.508076923076922,45.01923076923077,21.284615384615385,0.31923076923076926,0.21076923076923076,northeast,False,-0.04263269230769223,0.0
D118,7831.14,0.29498846153846153,26728.0,12.770384615384614,49.05,14.46923076923077,1.1311538461538462,0.6361538461538461,midwest,False,-0.05969807692307688,0.0
D112,7464.51,0.30216521739130436,24800.1,13.079999999999998,50.97826086956522,15.360869565217392,1.0878260869565217,0.5852173913043479,midwest,False,-0.05252132107023405,0.0
D113,5009.66,0.30326923076923074,16618.1,13.128461538461538,42.12692307692308,19.76923076923077,0.16692307692307692,0.16884615384615384,northeast,True,-0.05141730769230768,0.0
D114,10065.71,0.3518769230769231,28733.7,15.231538461538461,38.7,9.807692307692308,3.5546153846153845,2.0915384615384616,midwest,False,-0.002809615384615327,0.0
D107,3101.43,0.2575909090909091,12065.2,11.152727272727274,33.53636363636363,11.10909090909091,0.3727272727272727,0.23181818181818184,midwest,False,-0.09709562937062932,0.0
D105,9389.75,0.29444615384615386,31774.7,12.746153846153845,46.95,14.446153846153846,0.9288461538461538,0.5069230769230769,midwest,False,-0.06024038461538456,0.0
D110,6101.29,0.27503076923076925,22200.3,11.90576923076923,38.63076923076923,17.06153846153846,0.27576923076923077,0.21307692307692308,southeast,True,-0.07965576923076917,0.0
D087,9000.34,0.2958923076923077,30282.8,12.808461538461538,45.26923076923077,13.95,0.9707692307692308,0.7746153846153846,midwest,False,-0.05879423076923074,0.0
D094,6691.41,0.23893461538461538,28276.4,10.342307692307692,28.584615384615386,10.899999999999999,0.27153846153846156,0.1803846153846154,midwest,False,-0.11575192307692303,0.0
D093,5817.76,0.27976538461538464,21046.4,12.111153846153845,39.81923076923077,16.823076923076922,0.2576923076923077,0.17961538461538462,southeast,False,-0.07492115384615378,0.0
D095,8592.91,0.3023576923076923,28738.3,13.088076923076924,51.965384615384615,15.61153846153846,0.8946153846153847,0.8934615384615385,midwest,False,-0.05232884615384609,0.0
D097,2369.91,0.3209272727272727,7390.9,13.893636363636363,46.32727272727272,21.318181818181817,0.36363636363636365,0.15636363636363637,northeast,False,-0.03375926573426569,0.0
D099,9114.18,0.2940384615384615,31126.9,12.728461538461538,45.603846153846156,13.88076923076923,0.768076923076923,0.5088461538461538,midwest,True,-0.06064807692307689,0.0
D100,7260.91,0.2396769230769231,30418.8,10.376153846153844,27.22307692307692,10.242307692307692,0.23461538461538461,0.17038461538461538,midwest,True,-0.11500961538461532,0.0
D101,4692.38,0.30903846153846154,15255.4,13.378461538461538,46.38076923076923,21.676923076923078,0.37269230769230766,0.1776923076923077,northeast,False,-0.045648076923076875,0.0
D102,1612.36,0.33640000000000003,4770.4,14.562222222222223,50.56666666666667,21.977777777777778,0.5122222222222222,0.12777777777777777,northeast,False,-0.018286538461538382,0.0
D134,6800.0,0.23376153846153847,28852.1,10.120000000000001,27.73076923076923,10.61153846153846,0.25,0.23769230769230767,midwest,True,-0.12092499999999995,0.0
D132,8693.09,0.29985,29092.3,12.981153846153846,48.44230769230769,14.515384615384615,0.926923076923077,0.6942307692307692,midwest,False,-0.05483653846153841,0.0
D131,8540.0,0.29635384615384613,29013.6,12.828846153846154,46.56923076923077,14.096153846153847,0.8484615384615384,0.6853846153846154,midwest,True,-0.05833269230769228,0.0
D129,5335.27,0.32041923076923073,16863.7,13.871538461538462,47.146153846153844,21.942307692307693,0.2723076923076923,0.08499999999999999,northeast,False,-0.03426730769230768,0.0
D127,7907.67,0.29746153846153844,26652.7,12.876538461538463,48.93846153846154,14.534615384615384,0.9823076923076923,0.5623076923076924,midwest,False,-0.05722499999999997,0.0
D120,5536.54,0.2768884615384616,20149.8,11.985000000000001,40.81153846153846,17.38076923076923,0.23692307692307693,0.11730769230769232,southeast,True,-0.07779807692307683,0.0
D125,4938.4,0.30920769230769235,15950.7,13.38423076923077,47.20769230769231,21.765384615384615,0.22384615384615386,0.1469230769230769,northeast,True,-0.045478846153846064,0.0
D126,7124.96,0.35364230769230764,20092.2,15.309615384615386,64.69615384615385,22.28846153846154,1.0346153846153845,0.4857692307692308,southeast,False,-0.0010442307692307695,0.0
D119,3187.62,0.28509285714285715,11198.4,12.342142857142857,42.707142857142856,17.45714285714286,0.21714285714285714,0.24428571428571427,southeast,False,-0.06959368131868127,0.0
D121,3364.44,0.27926875,11954.9,12.09,39.19375,16.50625,0.3425,0.2175,southeast,False,-0.0754177884615384,0.0
D137,9578.18,0.3419846153846154,28214.4,14.80423076923077,72.13076923076923,19.05,1.5969230769230771,2.1276923076923078,midwest,False,-0.012701923076923027,0.0
D140,8047.95,0.2966884615384615,27087.3,12.843461538461538,43.50769230769231,13.23076923076923,0.8596153846153847,0.7534615384615384,midwest,True,-0.0579980769230769,0.0
D139,5541.389999999999,0.2782192307692308,19977.2,12.043076923076923,39.70769230769231,17.346153846153847,0.3915384615384615,0.12115384615384615,southeast,False,-0.07646730769230764,0.0
D144,6742.59,0.24130384615384617,27943.7,10.446923076923078,28.98846153846154,11.169230769230769,0.2569230769230769,0.1396153846153846,midwest,True,-0.11338269230769224,0.0
D143,8530.85,0.29815769230769235,28782.8,12.907307692307693,46.54615384615385,14.05,1.0376923076923077,0.8084615384615385,midwest,False,-0.05652884615384607,0.0
D147,9704.460000000001,0.33971153846153845,28737.7,14.706153846153846,73.93076923076923,19.33076923076923,1.4607692307692306,1.4761538461538461,midwest,False,-0.01497499999999996,0.0
