driver_id,week,anomaly_score,is_anomaly
D004,13,-0.5027121480799376,False
D004,14,-0.4669724067846188,False
D004,15,-0.4707412070133473,False
D004,16,-0.4662808674755072,False
D004,17,-0.5129230576019728,False
D004,18,-0.5336286348209667,False
D004,19,-0.5232024249691377,False
D004,20,-0.5029302717272637,False
D004,21,-0.4785188600024625,False
D004,22,-0.5481146394015416,True
D004,23,-0.4645453379810308,False
D004,24,-0.5189541034665772,False
D004,25,-0.479757399632997,False
D004,26,-0.5310284896142924,False
D005,1,-0.4923210738915155,False
D005,2,-0.5075486391414795,False
D005,3,-0.4651990078774295,False
D005,4,-0.5250406813957661,False
D005,5,-0.5147111508446756,False
D005,6,-0.485476659566024,False
D005,7,-0.5148293705036119,False
D005,8,-0.48809370952947867,False
D005,9,-0.5194450504508258,False
D005,10,-0.4524456361294317,False
D005,11,-0.5122100716998266,False
D005,12,-0.5396189366932551,True
D005,13,-0.5271301827487979,False
D005,14,-0.47649360584533845,False
D005,15,-0.5039931634140282,False
D005,16,-0.5130491450709933,False
D005,17,-0.457809234170813,False
D005,18,-0.5351744047045192,True
D005,19,-0.5352704626939044,True
D005,20,-0.4438154904825777,False
D005,21,-0.5539008814937338,True
D005,22,-0.4963868681781163,False
D005,23,-0.5208933553140614,False
D005,24,-0.4853882462110992,False
D005,25,-0.5402124669776341,True
D005,26,-0.48638154520839694,False
D006,1,-0.39977839856109354,False
D006,2,-0.4204956457625917,False
D006,3,-0.40944514196895204,False
D006,4,-0.4399092247041554,False
D006,5,-0.4143632226954873,False
D006,6,-0.4115936946280644,False
D006,7,-0.4154691047699978,False
D006,8,-0.395683776318168,False
D006,9,-0.40918224678495135,False
D006,10,-0.42342586228892704,False
D006,11,-0.41166262962141875,False
D006,12,-0.39889940866738627,False
D006,13,-0.41982667341263796,False
D006,14,-0.4131121657096387,False
D006,15,-0.4162176122998274,False
D006,16,-0.5063431058425819,False
D007,1,-0.46818559423614525,False
D007,2,-0.5217443202881583,False
D007,3,-0.5037474861335861,False
D007,4,-0.5243398051068996,False
D007,5,-0.4790492234938957,False
D007,6,-0.4647872774903062,False
D007,7,-0.4952947183451897,False
D007,8,-0.5316970554510404,False
D007,9,-0.4816617617857298,False
D007,10,-0.4955220550772459,False
D007,11,-0.49566155474410567,False
D007,12,-0.47666693508690433,False
D007,13,-0.5488854994221585,True
D007,14,-0.4883891920284768,False
D007,15,-0.4618980235728784,False
D007,16,-0.47687739998123246,False
D007,17,-0.5129823875156213,False
D007,18,-0.4929993331570896,False
D007,19,-0.5735300200962613,True
D007,20,-0.5112071602014507,False
D007,21,-0.4348156055301952,False
D007,22,-0.47750215767732834,False
D007,23,-0.5077199913479596,False
D007,24,-0.5028083212577039,False
D007,25,-0.44334502626769906,False
D007,26,-0.5208302803899593,False
D008,1,-0.43405198586946026,False
D008,2,-0.4541209310933678,False
D008,3,-0.4313979795564811,False
D008,4,-0.43816101060905804,False
D008,5,-0.45185330536071416,False
D008,6,-0.4294662478709221,False
D008,7,-0.44524963491332,False
D008,8,-0.49940886510230875,False
D008,9,-0.492311943462813,False
D008,10,-0.45113179182195445,False
D008,11,-0.467563080554615,False
D008,12,-0.44082127361435797,False
D008,13,-0.4921276693772101,False
D008,14,-0.4549510369354896,False
D008,15,-0.48099151431996007,False
D008,16,-0.4720999502456251,False
D008,17,-0.4226054782103778,False
D008,18,-0.4965494348881466,False
D008,19,-0.43943833919690817,False
D008,20,-0.44389918313134213,False
D008,21,-0.4676630101112464,False
D008,22,-0.4140853908829406,False
D008,23,-0.4251563271214783,False
D008,24,-0.45750319437037207,False
D008,25,-0.4360079338097759,False
D008,26,-0.49010103573586833,False
D009,1,-0.42981109062255357,False
D009,2,-0.43266500888577175,False
D009,3,-0.471148622608582,False
D009,4,-0.4921307108562593,False
D009,5,-0.42243769632970424,False
D009,6,-0.4304734528683335,False
D009,7,-0.42514129493776004,False
D009,8,-0.5375676634042423,True
D009,9,-0.42226911343379,False
D009,10,-0.4774208937344801,False
D009,11,-0.43160359298536116,False
D009,12,-0.4436778554864296,False
D009,13,-0.45434083526823743,False
D009,14,-0.4471371046784351,False
D009,15,-0.4168875396750717,False
D009,16,-0.4210015762811325,False
D009,17,-0.4353866228871693,False
D009,18,-0.411182464374546,False
D009,19,-0.4193762651674284,False
D009,20,-0.4524502558544726,False
D009,21,-0.4517080636706625,False
D009,22,-0.43640150312303494,False
D009,23,-0.4176451189407178,False
D009,24,-0.44851631281918924,False
D009,25,-0.42909746126914694,False
D009,26,-0.42676860458844285,False
D010,1,-0.45560465703265135,False
D010,2,-0.4423944730584785,False
D010,3,-0.41557276270378024,False
D010,4,-0.4181244490311028,False
D010,5,-0.5147827631343366,False
D010,6,-0.5175749828950492,False
D010,7,-0.4837768902514182,False
D010,8,-0.4804634780699855,False
D010,9,-0.4593116143997326,False
D010,10,-0.4960371955013389,False
D010,11,-0.4556996741995164,False
D010,12,-0.432117779027745,False
D010,13,-0.43351111090885797,False
D010,14,-0.46620763765496226,False
D010,15,-0.5273873077244617,False
D010,16,-0.4614375710096397,False
D010,17,-0.48086737790536027,False
D010,18,-0.47759965190215276,False
D010,19,-0.4952365062385493,False
D010,20,-0.43968419842200224,False
D010,21,-0.48766199564195273,False
D010,22,-0.5374007223163562,True
D010,23,-0.4339066689666112,False
D010,24,-0.5420977139355666,True
D010,25,-0.4650007923599107,False
D010,26,-0.49167002533050574,False
D011,1,-0.5527936991451144,True
D011,2,-0.5592836766602718,True
D011,3,-0.49022793596791453,False
D011,4,-0.49421363408764984,False
D011,5,-0.4843252199310493,False
D011,6,-0.4768658328180671,False
D011,7,-0.536948554235989,True
D011,8,-0.4780254070993447,False
D011,9,-0.4993348412102524,False
D011,10,-0.4699350353134843,False
D011,11,-0.5560699110310561,True
D011,12,-0.5109651850554137,False
D011,13,-0.4813687406213655,False
D011,14,-0.5145373484712522,False
D011,15,-0.5063117088363567,False
D011,16,-0.49003389042722667,False
D011,17,-0.5017665827121474,False
D011,18,-0.4814276999986615,False
D011,19,-0.5305921788328616,False
D011,20,-0.5284054389778752,False
D011,21,-0.4766640386629065,False
D011,22,-0.5269269762578239,False
D011,23,-0.5476518757392833,True
D011,24,-0.5672220478899942,True
D011,25,-0.479967974456962,False
D011,26,-0.5082246646315283,False
D012,1,-0.56303032824154,True
D012,2,-0.47731138441713933,False
D012,3,-0.47737398867377656,False
D012,4,-0.4474122024250029,False
D012,5,-0.4982124681631828,False
D012,6,-0.45537844942028916,False
D012,7,-0.4708884086614114,False
D012,8,-0.5196822404190301,False
D012,9,-0.49869839007935723,False
D012,10,-0.4612507551256142,False
D012,11,-0.45897504452206683,False
D012,12,-0.43754168909152497,False
D012,13,-0.46809472940884117,False
D012,14,-0.4908197420664818,False
D012,15,-0.42819371493630554,False
D012,16,-0.4575403444532524,False
D012,17,-0.5010331922349857,False
D012,18,-0.43338564933653007,False
D012,19,-0.45673811000418935,False
D012,20,-0.4567065288903329,False
D012,21,-0.47159257359891155,False
D012,22,-0.47608456846575875,False
D012,23,-0.5273549410206424,False
D012,24,-0.46188957941125514,False
D012,25,-0.4935371543742014,False
D012,26,-0.5107019634161512,False
D013,1,-0.49741958872157843,False
D013,2,-0.5048069996519654,False
D013,3,-0.5255280903501881,False
D013,4,-0.5580831037155984,True
D013,5,-0.5046931936907483,False
D013,6,-0.539814811666546,True
D013,7,-0.5717222344239192,True
D013,8,-0.5094787819117222,False
D013,9,-0.5372316604919076,True
D013,10,-0.49430148992515277,False
D013,11,-0.5244815673541261,False
D013,12,-0.5325588033065499,False
D013,13,-0.5303370364369284,False
D013,14,-0.47678136354051087,False
D013,15,-0.58784266572178,True
D013,16,-0.5239844334341338,False
D013,17,-0.499191776665453,False
D013,18,-0.560637326921559,True
D013,19,-0.5049367750686189,False
D013,20,-0.5064643709450518,False
D013,21,-0.515785601183336,False
D013,22,-0.5261560307151152,False
D013,23,-0.518074691239424,False
D013,24,-0.4879449427024493,False
D013,25,-0.5963548328774216,True
D013,26,-0.4698213374041458,False
D014,1,-0.4823831955181115,False
D014,2,-0.4847810185595895,False
D014,3,-0.5126496841593767,False
D014,4,-0.47453861844055156,False
D014,5,-0.4539323189483692,False
D014,6,-0.46624116724059744,False
D014,7,-0.4637358879913834,False
D014,8,-0.49852807627046747,False
D014,9,-0.4431235451808413,False
D014,10,-0.48167038556316993,False
D014,11,-0.4585512813171078,False
D014,12,-0.45228680931121007,False
D014,13,-0.5047642633370326,False
D014,14,-0.4489226312335127,False
D014,15,-0.45494776107186224,False
D014,16,-0.47275152818316374,False
D014,17,-0.4733566199878023,False
D014,18,-0.4632203849307835,False
D014,19,-0.5813358843341647,True
D014,20,-0.4789834584591356,False
D014,21,-0.45794626147725814,False
D014,22,-0.46555561412676405,False
D014,23,-0.47626492513086943,False
D014,24,-0.4634799091290057,False
D014,25,-0.44983464840441567,False
D014,26,-0.5232656874157948,False
D015,1,-0.44730134858130416,False
D015,2,-0.41122635982791805,False
D015,3,-0.4240492709421159,False
D015,4,-0.4274129890649653,False
D015,5,-0.42143042574392753,False
D015,6,-0.44268395432863505,False
D015,7,-0.43409042901006706,False
D015,8,-0.4281336258796019,False
D015,9,-0.42373624339527566,False
D015,10,-0.4499216237266285,False
D015,11,-0.42784670248392737,False
D015,12,-0.40074679296935983,False
D015,13,-0.4699618558360339,False
D015,14,-0.4289600287168626,False
D015,15,-0.42024445973645397,False
D015,16,-0.4205771699270753,False
D015,17,-0.45287073911964776,False
D015,18,-0.4076227957191826,False
D015,19,-0.408159807253717,False
D015,20,-0.432022020852255,False
D015,21,-0.4542152822147831,False
D015,22,-0.4364812767364402,False
D015,23,-0.41991396979578505,False
D015,24,-0.42915453114123514,False
D015,25,-0.4264216448556587,False
D015,26,-0.42050674290647694,False
D016,1,-0.412955453656046,False
D016,2,-0.38549021955136914,False
D016,3,-0.4108956871772229,False
D016,4,-0.4047268930046897,False
D016,5,-0.41091342152002763,False
D016,6,-0.40333298827756436,False
D016,7,-0.4744077453314523,False
D016,8,-0.40391458466081337,False
D016,9,-0.397562028740646,False
D016,10,-0.40424448345085334,False
D016,11,-0.4049081967586811,False
D016,12,-0.39053171241535484,False
D016,13,-0.4343299091860081,False
D016,14,-0.4001372186379138,False
D016,15,-0.40755198953840194,False
D016,16,-0.4169318990394084,False
D016,17,-0.4072004489118753,False
D016,18,-0.4670457168727734,False
D016,19,-0.42499345453461806,False
D016,20,-0.43759226129142964,False
D016,21,-0.4179848922275871,False
D016,22,-0.42252522666565895,False
D016,23,-0.4086941621423199,False
D016,24,-0.4223841767945256,False
D016,25,-0.42258100292359047,False
D016,26,-0.43913194948209117,False
D017,1,-0.4496836122249649,False
D017,2,-0.4323113283284973,False
D017,3,-0.4216530974488328,False
D017,4,-0.4152057014441701,False
D017,5,-0.4191344966908391,False
D017,6,-0.449380108095685,False
D017,7,-0.42588383777327077,False
D017,8,-0.50616691665287,False
D017,9,-0.4586017539082559,False
D017,10,-0.4146444070971051,False
D017,11,-0.41662099283408277,False
D017,12,-0.42144345876371847,False
D017,13,-0.4108001671160841,False
D017,14,-0.4403181654057274,False
D017,15,-0.44093971761201234,False
D017,16,-0.48092300074420735,False
D017,17,-0.4449300225523808,False
D017,18,-0.4688696259905148,False
D017,19,-0.4035086457495125,False
D017,20,-0.4339975441430826,False
D017,21,-0.440412804429988,False
D017,22,-0.43125177921536345,False
D017,23,-0.5131459982200729,False
D017,24,-0.4308421498230109,False
D017,25,-0.4518320211909568,False
D017,26,-0.47544350965847065,False
D018,1,-0.4374922052550592,False
D018,2,-0.450440549639738,False
D018,3,-0.4736494120306052,False
D018,4,-0.44938874622691266,False
D018,5,-0.44287956326364614,False
D018,6,-0.44257861466271986,False
D018,7,-0.42759065241957156,False
D018,8,-0.4159819297493661,False
D018,9,-0.4767719838190496,False
D019,1,-0.4616116271399378,False
D019,2,-0.5385652588888004,True
D019,3,-0.5214940270377435,False
D019,4,-0.5057422570900184,False
D019,5,-0.5214233465473271,False
D019,6,-0.4737523860924809,False
D019,7,-0.480364801851147,False
D019,8,-0.4708302780631817,False
D019,9,-0.47070101343478216,False
D019,10,-0.517395187290342,False
D019,11,-0.4723153190386936,False
D019,12,-0.4678721311222731,False
D019,13,-0.45495167646116363,False
D019,14,-0.4455290000994015,False
D019,15,-0.4803633532894892,False
D019,16,-0.45012360442908433,False
D019,17,-0.4761111441534925,False
D019,18,-0.48280198050232936,False
D019,19,-0.5404507340714132,True
D019,20,-0.4938904922947048,False
D019,21,-0.47164853030217263,False
D019,22,-0.4485188232802183,False
D019,23,-0.43775912932453104,False
D019,24,-0.44615063645477254,False
D019,25,-0.507488790005275,False
D019,26,-0.5232075917420151,False
D020,1,-0.4834438293607447,False
D020,2,-0.45357799974681967,False
D020,3,-0.42154238695346485,False
D020,4,-0.4327454164751297,False
D020,5,-0.4966446687773011,False
D020,6,-0.43420045240276917,False
D020,7,-0.43056915425647463,False
D020,8,-0.44620320442354855,False
D020,9,-0.3945654348985225,False
D020,10,-0.416490387332671,False
D020,11,-0.4200983685599801,False
D020,12,-0.4143726847301526,False
D020,13,-0.4305275998339376,False
D020,14,-0.408019862365229,False
D020,15,-0.41763899250416486,False
D020,16,-0.4663430780666963,False
D020,17,-0.4582219657668686,False
D020,18,-0.4001207336469132,False
D020,19,-0.4006182716200769,False
D020,20,-0.4715692189457759,False
D020,21,-0.43764420510964136,False
D020,22,-0.4213166947454403,False
D020,23,-0.42703233212738595,False
D020,24,-0.40196641845281855,False
D020,25,-0.422881625947928,False
D020,26,-0.4958901483326666,False
D021,1,-0.5318214154065442,False
D021,2,-0.5525968944625569,True
D021,3,-0.4714013905571163,False
D021,4,-0.5146330914740795,False
D021,5,-0.5177077146748785,False
D021,6,-0.5011730889942081,False
D021,7,-0.5684236442674384,True
D021,8,-0.57999427535473,True
D021,9,-0.5608826418341183,True
D021,10,-0.5370177876721094,True
D021,11,-0.6321447624869223,True
D022,1,-0.41144758021075306,False
D022,2,-0.45163628940830597,False
D022,3,-0.4202942117258032,False
D022,4,-0.4120912971750689,False
D022,5,-0.41874583266973614,False
D022,6,-0.4462190286342996,False
D022,7,-0.4276137167540386,False
D022,8,-0.45620066891994393,False
D022,9,-0.4425020651465943,False
D022,10,-0.42351087762836537,False
D022,11,-0.5084634069282306,False
D023,1,-0.41795274807093635,False
D023,2,-0.43725397714753694,False
D023,3,-0.442970981025664,False
D023,4,-0.4345877563061824,False
D023,5,-0.43506203678506356,False
D023,6,-0.40718449792514716,False
D023,7,-0.42206745532726614,False
D023,8,-0.4686554463849757,False
D023,9,-0.41584408474556767,False
D023,10,-0.4255802661762915,False
D023,11,-0.41350349580253176,False
D023,12,-0.4716352600452445,False
D023,13,-0.39818590182549235,False
D023,14,-0.4267401878526089,False
D023,15,-0.41797463662589823,False
D023,16,-0.4508217806282418,False
D023,17,-0.4169406249525907,False
D023,18,-0.4013821946964654,False
D023,19,-0.4545490928328756,False
D023,20,-0.42113288852871306,False
D023,21,-0.4816857088159329,False
D023,22,-0.41409097782386045,False
D023,23,-0.42868084208920904,False
D023,24,-0.4021656032393412,False
D023,25,-0.41608634923273446,False
D023,26,-0.4249688030644256,False
D024,1,-0.4346654856348396,False
D024,2,-0.4397232271237487,False
D024,3,-0.4265478675332482,False
D024,4,-0.5101613661210876,False
D024,5,-0.44907099174953424,False
D024,6,-0.48055433515681506,False
D024,7,-0.4527047502091587,False
D024,8,-0.48496742028361395,False
D024,9,-0.47455512416178103,False
D024,10,-0.47463943224840666,False
D024,11,-0.5078694500816238,False
D024,12,-0.5744515669934638,True
D025,1,-0.45561008088026617,False
D025,2,-0.4627801587479721,False
D025,3,-0.43236117060977,False
D025,4,-0.4583619430019126,False
D025,5,-0.45130864830058004,False
D025,6,-0.46510454051722755,False
D025,7,-0.43207007417262777,False
D025,8,-0.4998685146436962,False
D025,9,-0.4615285071178561,False
D025,10,-0.5091923820669146,False
D025,11,-0.4515396723859842,False
D025,12,-0.4479574431071312,False
D025,13,-0.45663694070035665,False
D025,14,-0.48647770676420354,False
D025,15,-0.5000153680509148,False
D025,16,-0.5091644916148752,False
D025,17,-0.5211785382017705,False
D025,18,-0.6139124320498303,True
D026,1,-0.43180518341624347,False
D026,2,-0.42526702657368015,False
D026,3,-0.402464430897689,False
D026,4,-0.424638727716196,False
D026,5,-0.4264796213340771,False
D026,6,-0.45943458240340557,False
D026,7,-0.4304560518772587,False
D026,8,-0.45894857667216027,False
D026,9,-0.44188837181700574,False
D026,10,-0.42722879875166025,False
D026,11,-0.45128851606574283,False
D026,12,-0.4740301599929036,False
D026,13,-0.4315928433922282,False
D026,14,-0.4242607470023579,False
D026,15,-0.44629445669119017,False
D026,16,-0.4342982830303093,False
D026,17,-0.4338052371593857,False
D026,18,-0.42161109254232837,False
D026,19,-0.432525811133582,False
D026,20,-0.42251327873215044,False
D026,21,-0.41519215626661565,False
D026,22,-0.43639742961927713,False
D026,23,-0.4602452966866133,False
D026,24,-0.42050400086773065,False
D026,25,-0.4347505631109324,False
D026,26,-0.4514380354114678,False
D027,1,-0.4997006661675659,False
D027,2,-0.4929584998203845,False
D027,3,-0.47014295303677234,False
D027,4,-0.46589974405353674,False
D027,5,-0.5473705965922822,True
D027,6,-0.4908603575153847,False
D027,7,-0.5220728870080195,False
D027,8,-0.5036150184378927,False
D027,9,-0.5556513015939197,True
D027,10,-0.5262513900819472,False
D027,11,-0.4621126355522607,False
D027,12,-0.4934966348937857,False
D027,13,-0.5041959331155781,False
D027,14,-0.5109556201204506,False
D027,15,-0.5153591691594351,False
D027,16,-0.5785234095159275,True
D027,17,-0.531391759173838,False
D027,18,-0.541167572632972,True
D027,19,-0.4642152587197857,False
D027,20,-0.4593861001421332,False
D027,21,-0.48992025127928235,False
D027,22,-0.5161247029943172,False
D027,23,-0.4849714634125966,False
D027,24,-0.5227397804184892,False
D027,25,-0.48437600175940965,False
D027,26,-0.4942985870616237,False
D028,1,-0.4328755888718562,False
D028,2,-0.40818401048003816,False
D028,3,-0.43722047569168165,False
D028,4,-0.436499952896572,False
D028,5,-0.412366366966873,False
D028,6,-0.43401870133695675,False
D028,7,-0.45220888081746513,False
D028,8,-0.46737407059516767,False
D028,9,-0.48291102686952536,False
D028,10,-0.4578498761277338,False
D028,11,-0.4123855358217741,False
D028,12,-0.4114580741215707,False
D028,13,-0.49418306574002413,False
D028,14,-0.4327812204634652,False
D028,15,-0.46911013510567917,False
D028,16,-0.41146024407482296,False
D028,17,-0.4084503666659792,False
D028,18,-0.520222649336209,False
D028,19,-0.41200467118028883,False
D028,20,-0.4723905124317699,False
D028,21,-0.4015617829141333,False
D028,22,-0.4752550462991341,False
D028,23,-0.42970917452589763,False
D028,24,-0.43565077312719697,False
D028,25,-0.4067766292705167,False
D028,26,-0.4115601412546032,False
D029,1,-0.511142872928048,False
D029,2,-0.4746655889909682,False
D029,3,-0.48262495196515576,False
D029,4,-0.5116083549426707,False
D029,5,-0.4788217202314455,False
D029,6,-0.48642091463755344,False
D029,7,-0.5091261023788297,False
D029,8,-0.5109857965578765,False
D029,9,-0.47567092028649366,False
D029,10,-0.5149934611245194,False
D029,11,-0.5292173988253254,False
D029,12,-0.5006116451429681,False
D029,13,-0.5305981415930291,False
D029,14,-0.47596194257283136,False
D029,15,-0.5079083366053703,False
D029,16,-0.48240608085566417,False
D029,17,-0.505573659805529,False
D029,18,-0.4896130334488644,False
D029,19,-0.520193315859152,False
D029,20,-0.500459826916152,False
D029,21,-0.4997516810622196,False
D029,22,-0.5032377189493543,False
D029,23,-0.4895499792251892,False
D029,24,-0.47846783663511816,False
D029,25,-0.4751061367811348,False
D029,26,-0.5194561193166746,False
D030,1,-0.4727647465834465,False
D030,2,-0.48246431020541786,False
D030,3,-0.4925387380711059,False
D030,4,-0.45065193470581155,False
D030,5,-0.4882355297829683,False
D030,6,-0.45352805096095267,False
D030,7,-0.4733318966533096,False
D030,8,-0.47544292636557006,False
D030,9,-0.4728037420769865,False
D030,10,-0.49338200752338546,False
D030,11,-0.45949522231619955,False
D030,12,-0.5064054497813569,False
D030,13,-0.4672440343010379,False
D030,14,-0.49662164039573886,False
D030,15,-0.5230385662302949,False
D030,16,-0.48637849949581424,False
D030,17,-0.5151736634913034,False
D030,18,-0.5055729839056139,False
D030,19,-0.5727622155917994,True
D030,20,-0.6346659509839129,True
D030,21,-0.6419772769764768,True
D030,22,-0.6009602860173459,True
D031,1,-0.40054760475831336,False
D031,2,-0.4266829656437877,False
D031,3,-0.441300361603954,False
D031,4,-0.40490143909504,False
D031,5,-0.41055445014295244,False
D031,6,-0.4179215247776403,False
D031,7,-0.4210160799436151,False
D031,8,-0.4349992352140077,False
D031,9,-0.39848246901131235,False
D031,10,-0.44107121487842776,False
D031,11,-0.43196981210187935,False
D031,12,-0.4244840127708054,False
D031,13,-0.4165044608343522,False
D031,14,-0.3985798528906351,False
D031,15,-0.4728119352587636,False
D031,16,-0.4252219149500656,False
D031,17,-0.4133771113542052,False
D031,18,-0.4294733702857566,False
D031,19,-0.4337349150550341,False
D031,20,-0.4094710745238018,False
D031,21,-0.472700489205645,False
D031,22,-0.427729930579689,False
D031,23,-0.40699850691879524,False
D031,24,-0.4577099465734517,False
D031,25,-0.4023732511373614,False
D031,26,-0.40916977228765616,False
D032,1,-0.4628465337972343,False
D032,2,-0.4879126225779826,False
D032,3,-0.4932107682058291,False
D032,4,-0.47059415673882343,False
D032,5,-0.41204329063726325,False
D032,6,-0.4992961437721662,False
D032,7,-0.4673945050115964,False
D032,8,-0.45619703624317903,False
D032,9,-0.43896014055411026,False
D032,10,-0.42613112053169844,False
D032,11,-0.4572580911821879,False
D032,12,-0.4891664012555225,False
D032,13,-0.4315229373304394,False
D032,14,-0.44507281125414266,False
D032,15,-0.42643224585182365,False
D032,16,-0.4483545367193683,False
D032,17,-0.4265054626963233,False
D032,18,-0.46979924741224527,False
D032,19,-0.4473799041241412,False
D032,20,-0.42476148172001826,False
D032,21,-0.4522483907255444,False
D032,22,-0.4690175644551138,False
D032,23,-0.43759023952487236,False
D032,24,-0.5557200361929393,True
D032,25,-0.4598675431147301,False
D032,26,-0.4555645391631759,False
D033,1,-0.4411867810393517,False
D033,2,-0.4842248335556898,False
D033,3,-0.4269187414853004,False
D033,4,-0.44887477856809904,False
D033,5,-0.4533806964539623,False
D033,6,-0.451562946126139,False
D033,7,-0.43163658461176124,False
D033,8,-0.47331401522728433,False
D033,9,-0.4485363474822692,False
D033,10,-0.509358075269436,False
D033,11,-0.4480955512547737,False
D033,12,-0.45556636484966856,False
D033,13,-0.4499000919137194,False
D033,14,-0.4401250185431268,False
D033,15,-0.4570326750533665,False
D033,16,-0.5563580316722428,True
D033,17,-0.45800293497554573,False
D033,18,-0.5098968070019394,False
D033,19,-0.43902055121534106,False
D033,20,-0.4580724090128692,False
D033,21,-0.4609892128755355,False
D033,22,-0.4234361991920153,False
D033,23,-0.44439252481801383,False
D033,24,-0.4462520569877797,False
D033,25,-0.45422651054815616,False
D033,26,-0.4533018820112738,False
D034,1,-0.5103329755032731,False
D034,2,-0.4892305486939984,False
D034,3,-0.4548898382820502,False
D034,4,-0.46051704347564004,False
D034,5,-0.4912066978991282,False
D034,6,-0.4733325678848267,False
D034,7,-0.5000663028981145,False
D034,8,-0.454130589973276,False
D034,9,-0.44799134140655295,False
D034,10,-0.43150074151307155,False
D034,11,-0.4780796247745407,False
D034,12,-0.45485274812237997,False
D034,13,-0.4447473733002045,False
D034,14,-0.4972631718818168,False
D034,15,-0.5441238695606989,True
D034,16,-0.5477137852741397,True
D034,17,-0.5079273855837533,False
D034,18,-0.5731805280472301,True
D034,19,-0.5485479406053205,True
D034,20,-0.5900731407824075,True
D034,21,-0.6054118548849218,True
D035,1,-0.4738716106098743,False
D035,2,-0.41540769668585736,False
D035,3,-0.4429115708734318,False
D035,4,-0.41203084768303755,False
D035,5,-0.4103501952250415,False
D035,6,-0.4345415082608359,False
D035,7,-0.4321426341461829,False
D035,8,-0.43601231374671334,False
D035,9,-0.4182009578193609,False
D035,10,-0.41119988592797196,False
D035,11,-0.4151499138758219,False
D035,12,-0.41017044273875447,False
D035,13,-0.4063324000788545,False
D035,14,-0.40224628994464995,False
D035,15,-0.44722075605063194,False
D035,16,-0.43136376959557765,False
D035,17,-0.4977136296865196,False
D035,18,-0.4207186114187079,False
D035,19,-0.474281945607676,False
D035,20,-0.40259612152143237,False
D035,21,-0.42171330217397535,False
D035,22,-0.43309886298371336,False
D035,23,-0.42899649652988364,False
D035,24,-0.40616619322944997,False
D035,25,-0.4098492134197299,False
D035,26,-0.4715655701852105,False
D036,1,-0.4112673429283159,False
D036,2,-0.49001324174434496,False
